Id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Class
60,-0.017834,0.132725,0.125378,1.357345,0.261718,0.06574,0.220177,1.307064,-0.278912,0.05625,A
61,0.31545,-0.330495,0.555703,-0.374098,0.708609,-0.058835,-2.535604,0.565007,0.282354,1.941202,Y
62,-0.252367,0.281897,0.146717,-0.082938,0.261718,-0.847807,-0.232828,-0.173497,0.594169,-0.550786,E
63,0.031541,0.203385,0.086258,0.045008,0.17234,-0.847807,0.446679,0.382774,0.469443,-0.877336,F
64,0.562327,0.046362,0.210732,-1.052078,0.976743,-0.764757,-0.42158,-0.286591,0.531806,-0.356843,I
65,0.364825,-0.149918,0.171611,0.04277,0.261718,-0.515608,-0.157328,0.030016,-0.154186,-0.267454,F
66,0.068573,-0.189174,-2.090261,-0.633539,0.17234,0.896237,0.484429,-0.514625,0.126447,0.647663,E
67,-0.017834,0.336855,0.235627,-0.511144,-0.81082,0.231839,0.371178,-0.751959,0.500624,0.123277,G
68,0.068573,-0.087108,0.470349,-0.099617,0.17234,0.107265,0.597681,-0.136471,0.095265,-0.11609,A
69,0.105604,0.203385,-0.023991,0.995678,0.261718,-0.681707,0.220177,0.597877,-0.466001,-0.610375,A
70,0.73514,-0.283388,0.089814,-1.848127,0.976743,-1.22153,-1.214339,-2.498298,-1.276719,-0.351033,I
71,0.229043,-1.044953,0.349432,0.84243,0.261718,0.647088,0.295677,1.68081,0.469443,0.572691,A
72,-0.017834,0.336855,0.235627,-0.511144,-0.81082,0.688613,0.673182,-1.170167,-0.43482,0.355266,G
73,-0.017834,-0.22843,0.37077,1.293671,0.17234,1.35301,-0.157328,1.057343,1.810246,1.53357,X
74,-0.32643,-0.652394,0.384996,-1.694222,-0.185173,0.107265,0.069175,-1.813128,-0.684271,0.173028,E
75,-0.104241,-1.037102,0.388552,-1.099311,0.17234,-0.598658,0.635431,-0.704936,1.46725,-0.737315,X
76,0.117948,-0.008597,0.623275,-0.855684,0.17234,0.771662,0.484429,0.050013,-0.278912,0.532524,A
77,0.142636,0.486028,0.100483,-0.448543,0.17234,-0.183409,0.484429,-0.586074,-0.65309,-0.306742,A
78,-0.252367,0.062064,0.171611,-0.420108,0.261718,0.522513,0.748682,-0.660513,0.62535,0.169327,E
79,-0.22768,0.446772,0.534365,0.177429,0.17234,-1.138481,0.295677,0.198949,-0.185368,-1.062442,E
80,-0.560964,0.329004,0.296086,0.755571,0.261718,-0.432558,-0.119577,1.540262,0.812439,-0.199777,E
81,0.043885,0.069915,0.285416,0.372779,0.261718,-0.141884,0.257927,0.170719,-0.590727,-0.153449,H
82,0.364825,0.36826,0.19295,-0.420406,0.261718,-0.058835,0.371178,-0.398094,0.251173,-0.148181,H
83,-0.375806,-0.291239,-3.210528,-0.835274,0.082961,0.522513,0.144676,-0.29063,-0.372457,0.513754,D
84,0.142636,0.43107,0.032912,-0.486796,0.261718,-0.01731,0.597681,-0.326432,0.594169,-0.210277,G
85,0.019197,-0.173471,0.306755,-0.081535,0.17234,-0.058835,0.144676,-0.258342,-0.060642,-0.002676,F
86,-0.178304,0.258344,-0.12357,0.228303,0.082961,-0.474083,0.144676,-0.421626,-0.403638,-0.388452,F
87,-0.338774,-0.197025,0.530808,1.146271,0.708609,0.273364,1.503691,-0.090787,0.064084,0.464364,Y
88,-0.153617,-0.267686,-3.210528,-0.351778,-0.006417,1.394535,0.257927,-0.531342,-0.310094,1.231035,A
89,-0.240024,0.117022,0.235627,0.902912,0.17234,-0.515608,0.069175,1.257166,0.62535,-0.375662,E
90,-0.16596,0.007106,-2.172058,-0.165858,0.261718,-1.138481,0.635431,1.453223,0.874802,-1.211492,E
91,0.290762,0.156278,0.136047,1.401386,0.082961,-0.224934,0.106925,1.336789,0.375899,-0.137874,A
92,-0.301743,-0.314793,0.399221,0.77052,0.708609,1.145386,-0.308329,0.286124,1.217798,1.392525,Y
93,-3.498799,-0.22843,-3.210528,-0.316957,-4.922215,2.681805,0.182426,-1.125318,-0.590727,2.455233,A
94,0.031541,0.203385,0.086258,0.045008,0.17234,0.14879,0.52218,0.489248,0.219991,-0.037491,F
95,0.47592,-0.283388,0.107596,0.080127,0.976743,-1.22153,-1.25209,-0.519635,1.46725,-0.323945,I
96,0.09326,-0.267686,0.168055,-0.383884,0.261718,-0.723232,0.484429,0.322217,0.126447,-0.772371,A
97,-0.06721,-0.275537,0.253409,0.371526,-1.078955,1.311485,0.106925,-0.523926,0.001721,1.242933,A
98,-0.314087,-0.063555,0.42056,0.003921,0.17234,-1.429155,0.333428,-0.428849,-0.497183,-1.337552,D
99,-0.881904,-1.947839,0.217845,2.046336,0.17234,1.519109,1.352689,-0.082419,1.872609,0.678138,X
100,0.562327,-0.29909,0.068476,-0.58926,0.976743,0.688613,-1.478592,-1.847998,-1.245538,1.803593,I
101,-0.00549,0.611647,0.022242,1.012179,0.261718,0.813187,0.333428,0.323751,-0.372457,0.664588,A
102,-0.215336,-0.204876,0.456124,-0.099826,0.17234,-0.349509,-0.044076,-0.040987,0.219991,-0.173641,E
103,0.512951,-0.071406,-3.210528,0.755482,0.976743,-0.723232,-0.157328,0.22116,0.812439,-0.459926,I
104,0.031541,-2.426761,0.37077,0.77977,0.17234,-2.633375,-0.157328,-0.787101,-1.245538,-2.237287,A
105,0.031541,-0.040001,0.175168,-0.107256,0.261718,-0.806282,0.257927,-0.186428,-0.060642,-0.749563,F
106,-0.425181,-0.220579,0.306755,0.496637,0.261718,-0.10036,-0.119577,0.387356,1.061891,0.10793,E
107,0.25373,-0.197025,0.260522,0.326888,0.261718,-0.307984,0.408929,0.820048,0.095265,-0.377976,F
108,0.624046,-2.426761,0.178724,0.711352,1.066121,-1.429155,-0.836835,-0.586773,0.282354,-0.741643,I
109,-0.116585,-0.338346,0.584154,1.143884,0.797987,-0.764757,-1.705095,-0.001981,-0.310094,0.453419,Y
110,-0.00549,0.054213,0.32098,0.804804,0.17234,2.72333,-0.081827,-0.352294,0.531806,2.812462,X
111,0.266074,0.211237,0.114709,0.937882,0.261718,1.394535,0.635431,-0.106727,-0.43482,1.025627,A
112,-0.252367,-0.063555,0.594823,0.891245,0.529852,0.480988,-3.479364,1.002882,2.465057,-0.953186,X
113,0.068573,-0.181323,-3.210528,-0.294311,-1.168333,-0.391033,0.182426,0.788614,-0.528364,-0.327935,F
114,0.809204,-0.291239,0.036468,-0.399281,0.976743,-0.640182,-1.32759,-0.172274,1.03071,0.33488,I
115,-0.017834,0.132725,0.125378,1.357345,0.261718,0.356414,0.069175,0.75918,-0.310094,0.429585,A
116,0.179667,-0.173471,0.121822,-1.139205,0.17234,0.605563,0.069175,-1.048879,-0.154186,0.638187,A
117,-0.32643,0.321153,0.285416,-1.944952,-0.900198,-1.553729,-0.38383,0.169418,-0.154186,-1.125659,D
118,0.006853,0.407516,0.274747,-0.083803,0.261718,-1.429155,-0.081827,0.604187,0.687713,-1.146105,H
119,0.006853,-0.267686,0.40989,0.565443,0.17234,0.190314,-0.119577,-1.160712,-1.276719,0.366802,F
120,-3.498799,43.133656,-3.210528,-5.440122,-4.832837,-7.450257,-11.935457,13.173081,-5.486218,-6.719324,A
121,0.63639,-0.063555,0.132491,-0.631719,0.976743,-1.096956,-1.667344,-1.353857,0.064084,0.076997,I
122,0.080916,-0.118513,0.445454,-0.188027,0.261718,0.273364,0.371178,1.353855,0.282354,0.160864,A
123,0.105604,0.556689,-0.031104,0.619301,0.17234,-0.764757,-0.081827,-0.318084,-0.372457,-0.540599,A
124,0.500607,-0.220579,-0.03466,0.497323,0.17234,0.397939,0.484429,-0.120939,-0.185368,0.210362,A
125,-0.128929,-0.511072,0.342319,0.170775,0.261718,0.107265,-0.497081,-0.212988,-0.185368,0.514574,F
126,0.47592,-0.338346,0.047137,-0.000972,0.976743,0.730137,-1.138838,-2.033784,-0.403638,1.598041,I
127,-0.017834,-0.440412,0.267634,1.39515,0.261718,0.273364,0.106925,1.093688,0.095265,0.322174,A
128,0.117948,0.242641,0.082701,-0.424583,-0.900198,0.937762,0.597681,-0.99106,-0.029461,0.611413,G
129,-0.141273,-0.055704,0.207175,0.246982,0.261718,-0.515608,0.446679,1.020531,0.344717,-0.575692,F
130,-0.104241,-0.079257,0.552147,1.388496,0.61923,0.564038,-0.308329,-0.154159,1.311343,0.899277,Y
131,0.09326,0.148427,0.171611,0.970704,0.17234,2.72333,-2.799857,-1.515043,-1.058449,0.044906,A
132,0.759828,-0.134216,0.114709,-0.542563,0.797987,-0.349509,-1.025587,-0.755804,1.623157,0.41213,I
133,-0.030178,0.572391,5.083004,-0.109553,-1.257711,1.186911,0.333428,0.997272,0.750076,1.011619,G
134,0.192011,-0.259834,0.402778,-0.06593,0.261718,-0.10036,0.144676,-0.445585,-0.466001,-0.036044,A
135,0.229043,0.572391,0.050694,-0.980138,-0.274551,-2.301176,-2.384602,1.13879,-2.025075,-3.431721,A
136,0.167323,0.117022,0.047137,-0.174809,0.261718,0.771662,0.861934,-0.629371,-0.278912,0.327225,A
137,-0.412837,-0.346197,0.601936,2.211191,0.440474,0.605563,-1.591843,1.026628,2.090879,1.858191,X
138,0.080916,0.10132,0.10404,0.14049,0.261718,-0.10036,0.031425,-1.275768,-1.183175,0.005679,A
139,0.241386,0.109171,-0.127126,0.380626,0.17234,-0.307984,0.106925,0.799739,0.781258,-0.213592,A
140,-0.128929,0.572391,-0.031104,0.319399,0.261718,0.356414,0.484429,0.215549,0.562987,0.1643,G
141,-0.042522,-0.3619,0.470349,-0.310721,0.261718,-0.640182,0.295677,-0.788558,-0.247731,-0.617342,F
142,0.080916,-0.244132,0.45968,0.426726,0.261718,0.356414,0.748682,0.14177,0.251173,0.025811,A
143,0.068573,0.289748,0.107596,1.267115,0.261718,0.480988,0.295677,1.412684,0.001721,0.382003,A
144,0.710453,-0.102811,0.157386,1.199979,0.976743,-0.764757,-1.403091,1.437438,2.059698,0.244877,I
145,-0.252367,-0.110662,0.452567,0.888321,0.17234,-0.640182,0.106925,0.807272,0.282354,-0.519841,D
146,0.080916,-0.142067,0.171611,-0.470713,0.261718,-0.058835,0.106925,0.242847,0.001721,0.006547,F
147,-0.32643,-0.079257,0.239183,0.566935,0.261718,-0.474083,-0.270579,0.559027,0.968347,-0.152401,E
148,0.056229,-0.063555,0.310311,-1.048885,0.261718,0.06574,0.220177,0.525982,-0.247731,0.056575,F
149,-0.437525,-0.471816,0.463236,-0.545248,0.261718,1.809783,0.446679,-1.428043,-0.746634,1.479515,E
150,-0.128929,-0.040001,0.057807,0.557894,0.261718,-1.22153,0.786433,0.68249,0.656532,-1.345581,X
151,0.204355,-0.448263,0.349432,0.689659,0.261718,0.522513,0.408929,0.019764,0.157628,0.361715,A
152,0.15498,-0.189174,0.246296,-1.223587,0.082961,1.602159,0.484429,1.753676,-0.060642,1.26585,A
153,1.37702,-0.063555,0.349432,0.40572,0.17234,-0.515608,-0.459331,0.23312,0.126447,-0.09245,A
154,0.15498,0.23479,0.210732,0.643738,0.17234,0.06574,0.220177,0.917203,-0.216549,0.059999,A
155,-0.178304,0.258344,-0.12357,0.228303,0.082961,0.854712,0.371178,-0.043161,-0.216549,0.673894,F
156,-0.128929,0.572391,-0.031104,0.319399,0.261718,0.480988,0.55993,0.951995,0.62535,0.254701,G
157,-0.289399,-0.424709,0.107596,0.666147,0.17234,0.854712,0.106925,0.154701,0.562987,0.835747,E
158,-0.06721,-0.43256,-3.210528,-0.875108,0.17234,1.35301,0.597681,-2.096496,-1.120812,0.978527,A
159,0.043885,0.407516,-0.120014,0.281743,0.261718,-0.557133,0.597681,-0.35173,-0.43482,-0.691759,A
160,0.142636,0.486028,0.025799,0.545422,0.17234,0.397939,-2.875357,0.642474,0.282354,-1.322013,A
161,-0.202992,0.36826,0.388552,0.915832,0.17234,1.602159,-0.044076,-0.63904,-1.058449,1.699533,D
162,0.080916,0.313302,0.079145,0.588985,0.261718,0.356414,0.899684,-0.285155,0.313536,-0.053548,F
163,0.056229,0.007106,0.406334,0.455401,0.261718,0.231839,0.333428,0.246711,0.282354,0.139286,A
164,1.772024,0.014957,0.335206,-0.08619,-2.687761,-0.224934,0.446679,-0.5653,-2.056256,-0.326283,A
165,0.117948,-0.29909,0.473906,-0.204438,0.082961,-1.096956,-0.195078,0.008678,0.251173,-0.779508,A
166,0.056229,0.281897,-0.091562,-0.919149,-0.185173,0.771662,0.824183,2.144411,0.594169,0.379002,F
167,0.229043,0.109171,-0.066668,0.073324,0.261718,2.058932,0.446679,-0.985197,-0.372457,1.699364,A
168,0.31545,0.540986,0.029355,-0.395163,0.261718,-0.01731,0.295677,-0.161304,0.313536,-0.060794,G
169,-0.042522,-0.236281,-3.210528,-0.272051,0.261718,1.892833,0.295677,-0.108999,0.282354,1.647624,A
170,-0.178304,-0.338346,0.45968,1.40246,0.797987,0.480988,-1.403091,0.418323,0.718895,1.55586,Y
171,0.15498,-0.040001,0.363657,1.200934,0.261718,0.439463,0.597681,0.279154,-0.216549,0.173233,A
172,-0.079554,0.187683,0.335206,0.745008,0.17234,-0.474083,0.106925,0.457795,1.436069,-0.375276,X
173,0.056229,-0.291239,0.239183,0.767954,0.17234,0.979286,0.786433,0.119074,0.126447,0.539986,A
174,0.463576,0.109171,0.224957,-1.411178,0.261718,-0.01731,-0.081827,-0.430072,-0.621908,0.148785,A
175,0.167323,0.313302,0.168055,-0.383198,0.261718,0.480988,0.295677,0.131014,-0.185368,0.399363,A
176,-0.38815,0.321153,0.107596,0.886232,0.351096,2.058932,0.144676,-0.633681,-0.060642,1.905905,F
177,0.117948,-0.212727,0.23207,0.807221,-1.078955,-0.307984,0.144676,-0.486745,-1.276719,-0.243718,A
178,-0.030178,0.093469,0.235627,1.206186,0.261718,0.522513,0.106925,0.439739,0.500624,0.537949,A
179,0.192011,-0.369751,0.278304,-0.659618,0.261718,0.397939,-0.119577,-1.043132,-0.43482,0.567134,F
180,-0.215336,0.360409,0.096927,0.286189,0.17234,0.480988,0.031425,-0.488667,-0.247731,0.550691,F
181,0.192011,-0.03215,0.249852,-0.418765,0.17234,-0.598658,-0.157328,-0.600636,-0.060642,-0.33987,F
182,0.105604,-0.087108,0.367214,1.522618,0.261718,1.228436,0.55993,0.83958,0.344717,0.895082,A
183,-0.215336,0.776522,0.502357,-1.289141,-0.721442,1.43606,0.55993,-0.399958,0.18881,1.075198,A
184,0.043885,0.187683,0.303198,-0.717056,-1.79398,0.314889,0.144676,1.567483,0.562987,0.332336,A
185,0.179667,-0.047852,0.274747,-0.605223,0.261718,-0.598658,0.55993,0.020424,0.032902,-0.715507,F
186,-0.22768,-0.503221,0.406334,-0.671732,0.261718,0.979286,0.031425,0.210171,0.064084,1.017924,E
187,0.303106,0.022808,0.146717,-1.815842,0.261718,-0.917015,0.799017,-2.059393,-1.370264,-1.095304,A
188,0.994361,-0.008597,-0.148465,0.826884,0.261718,0.522513,0.257927,1.057615,-0.029461,0.435697,A
189,0.019197,-0.087108,0.384996,0.794958,0.261718,1.145386,0.182426,-0.184447,0.219991,1.055247,A
190,0.142636,-1.916434,-0.023991,-0.504341,0.261718,0.647088,0.295677,0.61704,0.251173,0.545037,A
191,-0.32643,-0.652394,0.384996,-1.694222,-0.185173,-1.346105,0.220177,-2.187865,-1.682078,-1.211239,E
192,-0.116585,-0.212727,-0.027547,-0.927921,0.351096,1.809783,1.012935,-1.94457,-1.370264,1.149566,E
193,0.031541,-0.346197,-0.009765,1.029902,0.082961,-0.391033,-0.119577,-0.037569,-0.497183,-0.162635,A
194,-0.252367,-0.401156,0.466793,0.631147,0.261718,-0.515608,-0.081827,1.172768,0.562987,-0.29799,E
195,-0.06721,-0.149918,0.32098,0.118589,0.261718,-0.557133,0.408929,0.06574,0.469443,-0.601345,A
196,-0.079554,-0.291239,0.388552,0.855618,0.261718,0.024215,0.069175,0.441836,0.064084,0.132101,F
197,-0.486901,-0.259834,-3.210528,0.221798,0.351096,-0.723232,-0.081827,-0.958656,-0.403638,-0.502072,E
198,0.229043,0.807926,-0.052442,0.082634,0.261718,0.14879,0.861934,-0.007534,-0.060642,-0.200054,F
199,-0.091897,0.344707,0.182281,0.722749,0.261718,0.397939,-0.006326,-0.653679,-0.528364,0.503712,H
200,-0.00549,0.478177,0.029355,-0.247644,0.17234,0.14879,0.484429,0.036616,-0.060642,-0.011319,A
201,-0.017834,-0.055704,0.23207,0.604621,-0.989576,0.730137,1.126187,0.349127,1.061891,0.139925,A
202,-0.116585,0.069915,0.068476,-0.783147,0.261718,0.231839,0.069175,-0.169419,-0.123005,0.293049,A
203,0.47592,-0.283388,0.107596,0.080127,0.976743,-1.22153,-1.32759,0.045276,1.841428,-0.283886,I
204,-0.00549,0.054213,0.32098,0.804804,0.17234,1.851308,-0.044076,-0.693519,-0.091823,1.834092,X
205,-0.252367,0.281897,0.146717,-0.082938,0.261718,-0.640182,-0.044076,-0.42147,-0.060642,-0.436033,E
206,0.043885,0.030659,0.537921,-2.244735,0.261718,-1.013906,-2.950858,-3.678657,-3.365878,-2.433086,E
207,-0.202992,-0.016448,0.594823,-1.581822,-0.363929,-1.30458,0.52218,0.75289,1.093072,-1.307258,E
208,0.142636,-1.916434,-0.023991,-0.504341,0.261718,-0.847807,0.597681,-0.673482,-0.684271,-0.943337,A
209,-3.498799,0.674456,0.210732,-1.548822,-4.922215,-0.349509,0.710932,0.914698,0.001721,-0.567193,A
210,-0.091897,-0.118513,0.189393,1.280303,0.261718,0.522513,-0.006326,1.12155,0.438262,0.612534,A
211,-0.104241,-1.037102,0.388552,-1.099311,0.17234,-0.349509,-0.006326,-0.906273,0.750076,-0.11427,X
212,-0.00549,-0.660245,0.345875,-0.270589,0.261718,0.356414,0.484429,-1.764958,-1.027268,0.165252,A
213,0.167323,0.313302,0.168055,-0.383198,0.261718,0.314889,0.786433,0.940656,0.18881,-0.024977,A
214,1.019049,0.211237,-0.155578,-0.311855,0.261718,0.564038,0.786433,0.345419,-0.060642,0.179417,A
215,0.15498,-0.377602,0.349432,0.70613,-0.006417,-0.391033,0.748682,0.010911,0.251173,-0.615016,A
216,0.47592,-0.283388,0.107596,0.080127,0.976743,-1.636779,-1.063338,-0.712954,0.62535,-0.836143,I
217,-0.030178,0.438921,-0.045329,0.766462,0.17234,0.14879,0.824183,0.619875,0.718895,-0.17428,A
218,0.327793,0.336855,-0.020434,1.086893,0.261718,0.024215,0.597681,1.185018,0.375899,-0.18026,A
219,0.142636,0.470326,-2.958023,-0.379737,0.261718,0.605563,0.257927,0.225295,0.469443,0.525207,A
220,-0.375806,-0.275537,0.449011,0.55685,0.17234,-0.349509,0.106925,-0.055432,0.718895,-0.237907,D
221,-0.128929,0.572391,-0.031104,0.319399,0.261718,0.564038,0.673182,0.5493,0.531806,0.263008,G
222,-0.079554,0.179832,0.310311,1.179988,-1.257711,0.979286,0.484429,0.424595,0.594169,0.745406,E
223,0.043885,-0.173471,0.285416,-0.775121,0.17234,-0.349509,0.333428,-1.227928,-1.245538,-0.375034,F
224,-0.00549,0.054213,0.32098,0.804804,0.17234,0.273364,0.635431,1.093339,1.591976,0.02862,X
225,0.352481,0.321153,0.128935,-1.64672,-0.900198,0.06574,0.220177,-0.702741,-0.497183,0.0715,F
226,0.130292,-0.314793,0.417003,1.051058,0.082961,0.480988,0.484429,0.795138,0.656532,0.279245,A
227,-0.042522,-0.173471,0.644613,0.089437,-0.989576,1.726734,-0.799085,-1.350265,-0.060642,2.322639,Y
228,-0.178304,0.014957,0.264078,0.582361,0.17234,1.186911,0.069175,-0.194388,-0.466001,1.196846,A
229,0.216699,0.124874,-3.210528,-0.886924,0.261718,-0.141884,0.408929,0.375318,0.157628,-0.225189,A
230,-0.215336,0.250492,0.473906,1.187089,0.17234,1.26996,0.257927,0.196891,2.059698,1.126854,X
231,0.031541,0.140576,0.399221,-0.817372,0.261718,0.356414,0.597681,-2.284806,-2.118619,0.107074,H
232,-0.215336,-0.204876,0.456124,-0.099826,0.17234,-0.847807,0.333428,0.923007,0.687713,-0.815963,E
233,-0.264711,-0.126364,0.235627,0.176773,0.261718,1.975883,-0.006326,0.015745,-0.216549,1.944059,A
234,0.710453,-0.283388,0.128935,0.601905,0.976743,-1.055431,-0.912336,0.860859,1.68552,-0.355312,I
235,0.303106,-0.03215,0.367214,-0.350585,0.17234,-0.432558,0.333428,-0.961588,-1.120812,-0.437167,A
236,-0.338774,-0.267686,0.441898,0.616019,0.440474,0.647088,-1.516343,0.81731,1.623157,1.803026,X
237,3.722352,0.336855,0.175168,-2.701227,0.261718,0.314889,0.182426,-0.52113,-1.775623,0.301512,F
238,-0.215336,-0.110662,0.68729,2.04189,0.708609,-0.307984,-1.32759,1.622021,1.623157,0.662731,Y
